document,topic,gamma
"Joanna R. Pepin, Liana C. Sayer, Lynne M. Casper; Marital Status and Mothers’ Time Use: Childcare, Housework, Leisure, and Sleep. Demography 1 February 2018; 55 (1): 107–133. doi: https://doi.org/10.1007/s13524-018-0647-x",6,1.1259510822176222e-5
"Joanne S. Muller, Nicole Hiekel, Aart C. Liefbroer; The Long-Term Costs of Family Trajectories: Women’s Later-Life Employment and Earnings Across Europe. Demography 1 June 2020; 57 (3): 1007–1034. doi: https://doi.org/10.1007/s13524-020-00874-8",6,0.07328584474855586
"John B. Casterline, Laila O. El-Zeini; Multiple Perspectives on Recent Trends in Unwanted Fertility in Low- and Middle-Income Countries. Demography 1 February 2022; 59 (1): 371–388. doi: https://doi.org/10.1215/00703370-9644472",6,0.8505426688033805
"John C. Henretta, Matthew F. Van Voorhis, Beth J. Soldo; Cohort Differences in Parental Financial Help to Adult Children. Demography 1 August 2018; 55 (4): 1567–1582. doi: https://doi.org/10.1007/s13524-018-0687-2",6,0.0433527613789442
"John D. Iceland, Stephen A. Matthews, Jennifer Van Hook; Co-Editors’ Note. Demography 1 April 2018; 55 (2): 691–692. doi: https://doi.org/10.1007/s13524-018-0659-6",6,0.9962346569387164
"John Iceland, Gregory Sharp, Jeffrey M. Timberlake; Sun Belt Rising: Regional Population Change and the Decline in Black Residential Segregation, 1970–2009. Demography 1 February 2013; 50 (1): 97–123. doi: https://doi.org/10.1007/s13524-012-0136-6",6,1.5684899240830827e-5
John Iceland; Hardship Among Immigrants and the Native-born in the United States. Demography 1 April 2021; 58 (2): 655–684. doi: https://doi.org/10.1215/00703370-8958347,6,1.4482513621684771e-5
"John R. B. Palmer, Thomas J. Espenshade, Frederic Bartumeus, Chang Y. Chung, Necati Ercan Ozgencil, Kathleen Li; New Approaches to Human Mobility: Using Mobile Phones for Demographic Research. Demography 1 June 2013; 50 (3): 1105–1128. doi: https://doi.org/10.1007/s13524-012-0175-z",6,0.610426563930917
"John R. Hipp; Segregation Through the Lens of Housing Unit Transition: What Roles Do the Prior Residents, the Local Micro-Neighborhood, and the Broader Neighborhood Play?. Demography 1 November 2012; 49 (4): 1285–1306. doi: https://doi.org/10.1007/s13524-012-0121-0",6,1.3516189732307865e-5
"John R. Logan, Hyoung-jin Shin; Birds of a Feather: Social Bases of Neighborhood Formation in Newark, New Jersey, 1880. Demography 1 August 2016; 53 (4): 1085–1108. doi: https://doi.org/10.1007/s13524-016-0487-5",6,1.3796199388993329e-5
"Jona Schellekens, Frans van Poppel; Marital Fertility Decline in the Netherlands: Child Mortality, Real Wages, and Unemployment, 1860–1939. Demography 1 August 2012; 49 (3): 965–988. doi: https://doi.org/10.1007/s13524-012-0112-1",6,0.3395143171172124
"Jonas Helgertz, Tommy Bengtsson; The Long-Lasting Influenza: The Impact of Fetal Stress During the 1918 Influenza Pandemic on Socioeconomic Attainment and Health in Sweden, 1968–2012. Demography 1 August 2019; 56 (4): 1389–1425. doi: https://doi.org/10.1007/s13524-019-00799-x",6,8.475819615207053e-6
"Jonathan Marc Bearak, Anna Popinchalk, Kristen Lagasse Burke, Selena Anjur-Dietrich; Does the Impact of Motherhood on Women's Employment and Wages Differ for Women Who Plan Their Transition Into Motherhood?. Demography 1 August 2021; 58 (4): 1301–1325. doi: https://doi.org/10.1215/00703370-9295218",6,1.3340199481845562e-5
"Jonathan Vespa, Matthew A. Painter; Cohabitation History, Marriage, and Wealth Accumulation. Demography 1 August 2011; 48 (3): 983–1004. doi: https://doi.org/10.1007/s13524-011-0043-2",6,1.6614261853520177e-5
Jonathan Vespa; Union Formation in Later Life: Economic Determinants of Cohabitation and Remarriage Among Older Adults. Demography 1 August 2012; 49 (3): 1103–1125. doi: https://doi.org/10.1007/s13524-012-0102-3,6,1.337368698896136e-5
"Joni Hersch, Jennifer Bennett Shinall; Imputation Match Bias in Immigrant Wage Convergence. Demography 1 August 2018; 55 (4): 1475–1485. doi: https://doi.org/10.1007/s13524-018-0686-3",6,4.336174548374028e-5
JooHee Han; Does Skin Tone Matter? Immigrant Mobility in the U.S. Labor Market. Demography 1 April 2020; 57 (2): 705–726. doi: https://doi.org/10.1007/s13524-020-00867-7,6,1.3651260160098814e-5
"Joseph Molitoris, Kieron Barclay, Martin Kolk; When and Where Birth Spacing Matters for Child Survival: An International Comparison Using the DHS. Demography 1 August 2019; 56 (4): 1349–1370. doi: https://doi.org/10.1007/s13524-019-00798-y",6,0.10058770648757683
"Joseph T. Lariscy, Claudia Nau, Glenn Firebaugh, Robert A. Hummer; Hispanic-White Differences in Lifespan Variability in the United States. Demography 1 February 2016; 53 (1): 215–239. doi: https://doi.org/10.1007/s13524-015-0450-x",6,1.3081429427752652e-5
"Joseph T. Lariscy, Robert A. Hummer, Mark D. Hayward; Hispanic Older Adult Mortality in the United States: New Estimates and an Assessment of Factors Shaping the Hispanic Paradox. Demography 1 February 2015; 52 (1): 1–14. doi: https://doi.org/10.1007/s13524-014-0357-y",6,2.661615627918511e-5
Judith A. Seltzer; Family Change and Changing Family Demography. Demography 1 April 2019; 56 (2): 405–426. doi: https://doi.org/10.1007/s13524-019-00766-6,6,0.08945573534542622
"Juho Härkönen, Hande Kaymakçalan, Pirjo Mäki, Anja Taanila; Prenatal Health, Educational Attainment, and Intergenerational Inequality: The Northern Finland Birth Cohort 1966 Study. Demography 1 May 2012; 49 (2): 525–552. doi: https://doi.org/10.1007/s13524-012-0092-1",6,1.3049387971360965e-5
"Julia A. Behrman, Michelle A. Eilers, Isabel H. McLoughlin Brooks, Abigail Weitzman; International Migration and Modern Contraceptive Use: A Research Note on African Migrants to France. Demography 1 February 2022; 59 (1): 27–36. doi: https://doi.org/10.1215/00703370-9611478",6,0.12241024620710461
"Julia Andrea Behrman; Does Schooling Affect Women’s Desired Fertility? Evidence From Malawi, Uganda, and Ethiopia. Demography 1 June 2015; 52 (3): 787–809. doi: https://doi.org/10.1007/s13524-015-0392-3",6,0.17878942798275488
"Julia Behrman, Margaret Frye; Attitudes Toward Intimate Partner Violence in Dyadic Perspective: Evidence From Sub-Saharan Africa. Demography 1 June 2021; 58 (3): 1143–1170. doi: https://doi.org/10.1215/00703370-9115955",6,0.002805248696749903
"Julia Hellstrand, Jessica Nisén, Vitor Miranda, Peter Fallesen, Lars Dommermuth, Mikko Myrskylä; Not Just Later, but Fewer: Novel Trends in Cohort Fertility in the Nordic Countries. Demography 1 August 2021; 58 (4): 1373–1399. doi: https://doi.org/10.1215/00703370-9373618",6,0.9273456172361074
"Júlia Mikolai, Hill Kulu; Divorce, Separation, and Housing Changes: A Multiprocess Analysis of Longitudinal Data from England and Wales. Demography 1 February 2018; 55 (1): 83–106. doi: https://doi.org/10.1007/s13524-017-0640-9",6,1.2992107079007138e-5
"Julie A. Phillips; Factors Associated With Temporal and Spatial Patterns in Suicide Rates Across U.S. States, 1976–2000. Demography 1 April 2013; 50 (2): 591–614. doi: https://doi.org/10.1007/s13524-012-0176-y",6,1.541264220615713e-5
"Juliet Stone, Ann Berrington, Jane Falkingham; Gender, Turning Points, and Boomerangs: Returning Home in Young Adulthood in Great Britain. Demography 1 February 2014; 51 (1): 257–276. doi: https://doi.org/10.1007/s13524-013-0247-8",6,1.8649867774284654e-5
Julio Cáceres-Delpiano; Can We Still Learn Something From the Relationship Between Fertility and Mother’s Employment? Evidence From Developing Countries. Demography 1 February 2012; 49 (1): 151–174. doi: https://doi.org/10.1007/s13524-011-0076-6,6,0.07320736237574492
Jürgen Maurer; Education and Male-Female Differences in Later-Life Cognition: International Evidence From Latin America and the Caribbean. Demography 1 August 2011; 48 (3): 915–930. doi: https://doi.org/10.1007/s13524-011-0048-x,6,2.624897213995498e-5
"Kanika Arora, Douglas A. Wolf; Is There a Trade-off Between Parent Care and Self-care?. Demography 1 August 2014; 51 (4): 1251–1270. doi: https://doi.org/10.1007/s13524-014-0309-6",6,1.4557703778909185e-5
"Kara Joyner, H. Elizabeth Peters, Kathryn Hynes, Asia Sikora, Jamie Rubenstein Taber, Michael S. Rendall; The Quality of Male Fertility Data in Major U.S. Surveys. Demography 1 February 2012; 49 (1): 101–124. doi: https://doi.org/10.1007/s13524-011-0073-9",6,0.31187359845415297
"Karen Benjamin Guzzo, Sarah Hayford; Fertility Following an Unintended First Birth. Demography 1 November 2011; 48 (4): 1493–1516. doi: https://doi.org/10.1007/s13524-011-0059-7",6,1.45577039028607e-5
"Karen Benjamin Guzzo, Sarah R. Hayford, Vanessa Wanner Lang, Hsueh-Sheng Wu, Jennifer Barber, Yasamin Kusunoki; Dimensions of Reproductive Attitudes and Knowledge Related to Unintended Childbearing Among U.S. Adolescents and Young Adults. Demography 1 February 2019; 56 (1): 201–228. doi: https://doi.org/10.1007/s13524-018-0747-7",6,1.1231027857061443e-5
Karen Benjamin Guzzo; Is Stepfamily Status Associated With Cohabiting and Married Women’s Fertility Behaviors?. Demography 1 February 2017; 54 (1): 45–70. doi: https://doi.org/10.1007/s13524-016-0534-2,6,1.3078218712187952e-5
"Karen Mulligan; Contraception Use, Abortions, and Births: The Effect of Insurance Mandates. Demography 1 August 2015; 52 (4): 1195–1217. doi: https://doi.org/10.1007/s13524-015-0412-3",6,1.4924741854731955e-5
"Karen Smith Conway, Jonathan C. Rork; How Has Elderly Migration Changed in the Twenty-First Century? What the Data Can—and Cannot—Tell Us. Demography 1 August 2016; 53 (4): 1011–1025. doi: https://doi.org/10.1007/s13524-016-0477-7",6,3.2178473655494725e-5
"Kasey S. Buckles, Joseph Price; Selection and the Marriage Premium for Infant Health. Demography 1 August 2013; 50 (4): 1315–1339. doi: https://doi.org/10.1007/s13524-013-0211-7",6,1.3640774413610527e-5
"Kate C. Prickett, Alexa Martin-Storey, Robert Crosnoe; A Research Note on Time With Children in Different- and Same-Sex Two-Parent Families. Demography 1 June 2015; 52 (3): 905–918. doi: https://doi.org/10.1007/s13524-015-0385-2",6,3.469300639085095e-5
"Kate C. Prickett, Jennifer March Augustine; Trends in Mothers' Parenting Time by Education and Work From 2003 to 2017. Demography 1 June 2021; 58 (3): 1065–1091. doi: https://doi.org/10.1215/00703370-9160022",6,1.2367782293158104e-5
"Kate H. Choi, Robert D. Mare; International Migration and Educational Assortative Mating in Mexico and the United States. Demography 1 May 2012; 49 (2): 449–476. doi: https://doi.org/10.1007/s13524-012-0095-y",6,1.2658709829253884e-5
"Katherine J. Curtis, Elizabeth Fussell, Jack DeWaard; Recovery Migration After Hurricanes Katrina and Rita: Spatial Concentration and Intensification in the Migration System. Demography 1 August 2015; 52 (4): 1269–1293. doi: https://doi.org/10.1007/s13524-015-0400-7",6,1.2313470334097643e-5
"Katherine Weisshaar, Tania Cabello-Hutt; Labor Force Participation Over the Life Course: The Long-Term Effects of Employment Trajectories on Wages and the Gendered Payoff to Employment. Demography 1 February 2020; 57 (1): 33–60. doi: https://doi.org/10.1007/s13524-019-00845-8",6,1.2539531035060585e-5
"Kathryn Grace, Andrew Verdin, Audrey Dorélien, Frank Davenport, Chris Funk, Greg Husak; Exploring Strategies for Investigating the Mechanisms Linking Climate and Individual-Level Child Health Outcomes: An Analysis of Birth Weight in Mali. Demography 1 April 2021; 58 (2): 499–526. doi: https://doi.org/10.1215/00703370-8977484",6,1.0871223583474924e-5
"Kathryn Grace, Stuart Sweeney; Ethnic Dimensions of Guatemala’s Stalled Transition: A Parity-Specific Analysis of Ladino and Indigenous Fertility Regimes. Demography 1 February 2016; 53 (1): 117–137. doi: https://doi.org/10.1007/s13524-015-0452-8",6,0.7708888464822762
"Kathryn Kost, Laura Lindberg; Pregnancy Intentions, Maternal Behaviors, and Infant Health: Investigating Relationships With New Measures and Propensity Score Analysis. Demography 1 February 2015; 52 (1): 83–111. doi: https://doi.org/10.1007/s13524-014-0359-9",6,1.291024994765336e-5
"Kathryn M. Yount, Kristin VanderEnde, Sarah Zureick-Brown, Hoang Tu Anh, Sidney Ruth Schuler, Tran Hung Minh; Measuring Attitudes About Intimate Partner Violence Against Women: The ATT-IPV Scale. Demography 1 August 2014; 51 (4): 1551–1572. doi: https://doi.org/10.1007/s13524-014-0297-6",6,0.1876889317469865
"Kathryn M. Yount, Nafisa Halim, Sidney Ruth Schuler, Sara Head; A Survey Experiment of Women’s Attitudes About Intimate Partner Violence Against Women in Rural Bangladesh. Demography 1 February 2013; 50 (1): 333–357. doi: https://doi.org/10.1007/s13524-012-0143-7",6,0.29930548864471235
"Kathryn M. Yount, Sarah Zureick-Brown, Nafisa Halim, Kayla LaVilla; Fertility Decline, Girls’ Well-being, and Gender Gaps in Children’s Well-being in Poor Countries. Demography 1 April 2014; 51 (2): 535–561. doi: https://doi.org/10.1007/s13524-014-0282-0",6,0.41424119087689054
"Kathryn M. Yount, Sarah Zureick-Brown, Rania Salem; Intimate Partner Violence and Women’s Economic and Non-Economic Activities in Minya, Egypt. Demography 1 June 2014; 51 (3): 1069–1099. doi: https://doi.org/10.1007/s13524-014-0285-x",6,1.1779835016106573e-5
"Kati Kraehnert, Tilman Brück, Michele Di Maio, Roberto Nisticò; The Effects of Conflict on Fertility: Evidence From the Genocide in Rwanda. Demography 1 June 2019; 56 (3): 935–968. doi: https://doi.org/10.1007/s13524-019-00780-8",6,0.3737037432473314
"Katie R. Genadek, Sarah M. Flood, Joan Garcia Roman; Same-Sex Couples’ Shared Time in the United States. Demography 1 April 2020; 57 (2): 475–500. doi: https://doi.org/10.1007/s13524-020-00861-z",6,1.4196926467851658e-5
"Katrine V. Løken, Kjell Erik Lommerud, Shelly Lundberg; Your Place or Mine? On the Residence Choice of Young Couples in Norway. Demography 1 February 2013; 50 (1): 285–310. doi: https://doi.org/10.1007/s13524-012-0142-8",6,1.1602815734800161e-5
"Keera Allendorf; Going Nuclear? Family Structure and Young Women’s Health in India, 1992–2006. Demography 1 June 2013; 50 (3): 853–880. doi: https://doi.org/10.1007/s13524-012-0173-1",6,1.3410717933063892e-5
Kelly M. Jones; Growing Up Together: Cohort Composition and Child Investment. Demography 1 February 2014; 51 (1): 229–255. doi: https://doi.org/10.1007/s13524-013-0237-x,6,1.1666335352901815e-5
"Kelly Musick, Katherine Michelmore; Cross-National Comparisons of Union Stability in Cohabiting and Married Families With Children. Demography 1 August 2018; 55 (4): 1389–1421. doi: https://doi.org/10.1007/s13524-018-0683-6",6,0.15085307489546354
"Kenneth A. Bollen, Iliya Gutin; Trajectories of Subjective Health: Testing Longitudinal Models for Self-rated Health From Adolescence to Midlife. Demography 1 August 2021; 58 (4): 1547–1574. doi: https://doi.org/10.1215/00703370-9368980",6,1.14605461798857e-5
"Kenneth Harttgen, Sebastian Vollmer; A Reversal in the Relationship of Human Development With Fertility?. Demography 1 February 2014; 51 (1): 173–184. doi: https://doi.org/10.1007/s13524-013-0252-y",6,0.7613725573062441
"Kerwin Kofi Charles, Erik Hurst, Alexandra Killewald; Marital Sorting and Parental Wealth. Demography 1 February 2013; 50 (1): 51–70. doi: https://doi.org/10.1007/s13524-012-0144-6",6,1.511957960164705e-5
"Kevin J. A. Thomas; Familial Influences on Poverty Among Young Children in Black Immigrant, U.S.-born Black, and Nonblack Immigrant Families. Demography 1 May 2011; 48 (2): 437–460. doi: https://doi.org/10.1007/s13524-011-0018-3",6,1.2649692895586888e-5
"Kevin J. A. Thomas; Migration Processes, Familial Characteristics, and Schooling Dropout Among Black Youths. Demography 1 May 2012; 49 (2): 477–498. doi: https://doi.org/10.1007/s13524-012-0091-2",6,1.3263810778423528e-5
"Kevin Lang, Ana Nuevo-Chiquero; Trends in Self-reported Spontaneous Abortions: 1970–2000. Demography 1 August 2012; 49 (3): 989–1009. doi: https://doi.org/10.1007/s13524-012-0113-0",6,1.7187788661055624e-5
Kevin Stange; A Longitudinal Analysis of the Relationship Between Fertility Timing and Schooling. Demography 1 August 2011; 48 (3): 931–956. doi: https://doi.org/10.1007/s13524-011-0050-3,6,0.043072174393675486
"Kieron Barclay, Martin Kolk; Birth Order and Mortality: A Population-Based Cohort Study. Demography 1 April 2015; 52 (2): 613–639. doi: https://doi.org/10.1007/s13524-015-0377-2",6,1.5815271361225645e-5
"Kieron J. Barclay, Martin Kolk; Birth Intervals and Health in Adulthood: A Comparison of Siblings Using Swedish Register Data. Demography 1 June 2018; 55 (3): 929–955. doi: https://doi.org/10.1007/s13524-018-0673-8",6,1.2486629651294405e-5
"Kieron J. Barclay, Martin Kolk; The Long-Term Cognitive and Socioeconomic Consequences of Birth Intervals: A Within-Family Sibling Comparison Using Swedish Register Data. Demography 1 April 2017; 54 (2): 459–484. doi: https://doi.org/10.1007/s13524-017-0550-x",6,1.1401681570159338e-5
Kristin L. Perkins; Changes in Household Composition and Children’s Educational Attainment. Demography 1 April 2019; 56 (2): 525–548. doi: https://doi.org/10.1007/s13524-018-0757-5,6,1.179809562227511e-5
"Kristin Turney, Sarah Halpern-Meekin; Parenting in On/Off Relationships: The Link Between Relationship Churning and Father Involvement. Demography 1 June 2017; 54 (3): 861–886. doi: https://doi.org/10.1007/s13524-017-0571-5",6,1.2979446022467536e-5
Kristin Turney; The Unequal Consequences of Mass Incarceration for Children. Demography 1 February 2017; 54 (1): 361–389. doi: https://doi.org/10.1007/s13524-016-0543-1,6,1.1515041638499903e-5
Krystale E. Littlejohn; Hormonal Contraceptive Use and Discontinuation Because of Dissatisfaction: Differences by Race and Education. Demography 1 November 2012; 49 (4): 1433–1452. doi: https://doi.org/10.1007/s13524-012-0127-7,6,1.6369231417915272e-5
"Laura Argys, Brian Duncan; Economic Incentives and Foster Child Adoption. Demography 1 June 2013; 50 (3): 933–954. doi: https://doi.org/10.1007/s13524-012-0166-0",6,1.310073017668246e-5
"Laura Lindberg, Kathryn Kost, Isaac Maddow-Zimet, Sheila Desai, Mia Zolna; Abortion Reporting in the United States: An Assessment of Three National Fertility Surveys. Demography 1 June 2020; 57 (3): 899–925. doi: https://doi.org/10.1007/s13524-020-00886-4",6,0.008092032468571807
"Laura M. Tach, Alicia Eads; Trends in the Economic Consequences of Marital and Cohabitation Dissolution in the United States. Demography 1 April 2015; 52 (2): 401–432. doi: https://doi.org/10.1007/s13524-015-0374-5",6,1.1379762800252886e-5
Laura Wright; Union Transitions and Fertility Within First Premarital Cohabitations in Canada: Diverging Patterns by Education?. Demography 1 February 2019; 56 (1): 151–167. doi: https://doi.org/10.1007/s13524-018-0741-0,6,0.03515635388507896
"Lauren Gaydosh, Daniel W. Belsky, Benjamin W. Domingue, Jason D. Boardman, Kathleen Mullan Harris; Father Absence and Accelerated Reproductive Development in Non-Hispanic White Women in the United States. Demography 1 August 2018; 55 (4): 1245–1267. doi: https://doi.org/10.1007/s13524-018-0696-1",6,1.5115290039179184e-5
Lauren Gaydosh; Childhood Risk of Parental Absence in Tanzania. Demography 1 August 2015; 52 (4): 1121–1146. doi: https://doi.org/10.1007/s13524-015-0411-4,6,1.3447954558523974e-5
"Lawrence M. Berger, Jason N. Houle; Rising Household Debt and Children’s Socioemotional Well-being Trajectories. Demography 1 August 2019; 56 (4): 1273–1301. doi: https://doi.org/10.1007/s13524-019-00800-7",6,1.1575085781785223e-5
"Lawrence M. Berger, Lidia Panico, Anne Solaz; The Impact of Center-Based Childcare Attendance on Early Child Development: Evidence From the French Elfe Cohort. Demography 1 April 2021; 58 (2): 419–450. doi: https://doi.org/10.1215/00703370-8977274",6,9.381815211898183e-6
"Leah Boustan, Allison Shertzer; Population Trends as a Counterweight to Central City Decline, 1950–2000. Demography 1 February 2013; 50 (1): 125–147. doi: https://doi.org/10.1007/s13524-012-0137-5",6,0.029449366117284506
Leandro Carvalho; Childhood Circumstances and the Intergenerational Transmission of Socioeconomic Status. Demography 1 August 2012; 49 (3): 913–938. doi: https://doi.org/10.1007/s13524-012-0120-1,6,1.292591136714746e-5
"Lee Fiorio, Emilio Zagheni, Guy Abel, Johnathan Hill, Gabriel Pestre, Emmanuel Letouzé, Jixuan Cai; Analyzing the Effect of Time in Migration Measurement Using Georeferenced Digital Trace Data. Demography 1 February 2021; 58 (1): 51–74. doi: https://doi.org/10.1215/00703370-8917630",6,0.29253958674193165
"Leonard M. Lopoo, Andrew S. London; Household Crowding During Childhood and Long-Term Education Outcomes. Demography 1 June 2016; 53 (3): 699–721. doi: https://doi.org/10.1007/s13524-016-0467-9",6,1.4215867851629833e-5
"Leontine Alkema, Adrian E. Raftery, Patrick Gerland, Samuel J. Clark, François Pelletier, Thomas Buettner, Gerhard K. Heilig; Probabilistic Projections of the Total Fertility Rate for All Countries. Demography 1 August 2011; 48 (3): 815–839. doi: https://doi.org/10.1007/s13524-011-0040-5",6,0.9998236765970977
"Lesia Nedoluzhko, Victor Agadjanian; Between Tradition and Modernity: Marriage Dynamics in Kyrgyzstan. Demography 1 June 2015; 52 (3): 861–882. doi: https://doi.org/10.1007/s13524-015-0393-2",6,0.11449165378181993
"Letícia J. Marteleto, Gilvan Guedes, Raquel Z. Coutinho, Abigail Weitzman; Live Births and Fertility Amid the Zika Epidemic in Brazil. Demography 1 June 2020; 57 (3): 843–872. doi: https://doi.org/10.1007/s13524-020-00871-x",6,0.21091722837289545
"Letícia J. Marteleto, Laetícia R. de Souza; The Changing Impact of Family Size on Adolescents’ Schooling: Assessing the Exogenous Variation in Fertility Using Twins in Brazil. Demography 1 November 2012; 49 (4): 1453–1477. doi: https://doi.org/10.1007/s13524-012-0118-8",6,0.17013191237609085
"Letícia J. Marteleto, Molly Dondero; Racial Inequality in Education in Brazil: A Twins Fixed-Effects Approach. Demography 1 August 2016; 53 (4): 1185–1205. doi: https://doi.org/10.1007/s13524-016-0484-8",6,1.4144158801130007e-5
"Leticia J. Marteleto; Educational Inequality by Race in Brazil, 1982–2007: Structural Changes and Shifts in Racial Classification. Demography 1 February 2012; 49 (1): 337–358. doi: https://doi.org/10.1007/s13524-011-0084-6",6,1.3682814992128809e-5
"Liana Christin Landivar, Leah Ruppanner, Lloyd Rouse, William J. Scarborough, Caitlyn Collins; Research Note: School Reopenings During the COVID-19 Pandemic and Implications for Gender and Racial Equity. Demography 1 February 2022; 59 (1): 1–12. doi: https://doi.org/10.1215/00703370-9613354",6,2.5422287196215748e-5
"Liana Christin Landivar, Leah Ruppanner, William J. Scarborough; Are States Created Equal? Moving to a State With More Expensive Childcare Reduces Mothers' Odds of Employment. Demography 1 April 2021; 58 (2): 451–470. doi: https://doi.org/10.1215/00703370-8997420",6,1.5390380024195648e-5
"Liana Fox, Wen-Jui Han, Christopher Ruhm, Jane Waldfogel; Time for Children: Trends in the Employment Patterns of Parents, 1967–2009. Demography 1 February 2013; 50 (1): 25–49. doi: https://doi.org/10.1007/s13524-012-0138-4",6,0.006792186247989558
"Liliya Leopold, Thomas Leopold, Clemens M. Lechner; Do Immigrants Suffer More From Job Loss? Unemployment and Subjective Well-being in Germany. Demography 1 February 2017; 54 (1): 231–257. doi: https://doi.org/10.1007/s13524-016-0539-x",6,0.0017061678835261235
Liliya Leopold; Education and Physical Health Trajectories in Later Life: A Comparative Study. Demography 1 June 2018; 55 (3): 901–927. doi: https://doi.org/10.1007/s13524-018-0674-7,6,1.217001721321785e-5
"Liliya Leopold; Health Measurement and Health Inequality Over the Life Course: A Comparison of Self-rated Health, SF-12, and Grip Strength. Demography 1 April 2019; 56 (2): 763–784. doi: https://doi.org/10.1007/s13524-019-00761-x",6,1.3574736636644672e-5
"Lina Aldén, Lena Edlund, Mats Hammarstedt, Michael Mueller-Smith; Effect of Registered Partnership on Labor Earnings and Fertility for Same-Sex Couples: Evidence From Swedish Register Data. Demography 1 August 2015; 52 (4): 1243–1268. doi: https://doi.org/10.1007/s13524-015-0403-4",6,1.1653575812838398e-5
"Lincoln H. Groves; Welfare Reform and Labor Force Exit by Young, Low-Skilled Single Males. Demography 1 April 2016; 53 (2): 393–418. doi: https://doi.org/10.1007/s13524-016-0460-3",6,9.912468944091684e-6
"Lincoln Quillian, Hugues Lagrange; Socioeconomic Segregation in Large Cities in France and the United States. Demography 1 August 2016; 53 (4): 1051–1084. doi: https://doi.org/10.1007/s13524-016-0491-9",6,0.006618607025869633
Lindsay M. Monte; Multiple-Partner Fertility in the United States: A Demographic Portrait. Demography 1 February 2019; 56 (1): 103–127. doi: https://doi.org/10.1007/s13524-018-0743-y,6,0.1429311526361264
"Lingxin Hao, Wei-Jun Jean Yeung; Parental Spending on School-Age Children: Structural Stratification and Parental Expectation. Demography 1 June 2015; 52 (3): 835–860. doi: https://doi.org/10.1007/s13524-015-0386-1",6,1.1460546091765648e-5
"Lisa A. Gennetian, Sharon Wolf, Heather D. Hill, Pamela A. Morris; Intrayear Household Income Dynamics and Adolescent School Behavior. Demography 1 April 2015; 52 (2): 455–483. doi: https://doi.org/10.1007/s13524-015-0370-9",6,1.2344855700351436e-5
"Lisa Giddings, John M. Nunley, Alyssa Schneebaum, Joachim Zietz; Birth Cohort and the Specialization Gap Between Same-Sex and Different-Sex Couples. Demography 1 April 2014; 51 (2): 509–534. doi: https://doi.org/10.1007/s13524-013-0267-4",6,1.3499066016475687e-5
Lisa Kaida; Ethnic Variations in Immigrant Poverty Exit and Female Employment: The Missing Link. Demography 1 April 2015; 52 (2): 485–511. doi: https://doi.org/10.1007/s13524-015-0371-8,6,1.359899198480101e-5
"Lisa Schulkind, Danielle H. Sandler; The Timing of Teenage Births: Estimating the Effect on High School Graduation and Later-Life Outcomes. Demography 1 February 2019; 56 (1): 345–365. doi: https://doi.org/10.1007/s13524-018-0748-6",6,1.6141098778101485e-5
"Lloyd D. Grieger, Sheldon H. Danziger; Who Receives Food Stamps During Adulthood? Analyzing Repeatable Events With Incomplete Event Histories. Demography 1 November 2011; 48 (4): 1601–1614. doi: https://doi.org/10.1007/s13524-011-0056-x",6,2.2771008127641937e-5
Luca Maria Pesando; Educational Assortative Mating in Sub-Saharan Africa: Compositional Changes and Implications for Household Wealth Inequality. Demography 1 April 2021; 58 (2): 571–602. doi: https://doi.org/10.1215/00703370-9000609,6,0.1250596888640019
Lucas Guichard; Self-selection of Asylum Seekers: Evidence From Germany. Demography 1 June 2020; 57 (3): 1089–1116. doi: https://doi.org/10.1007/s13524-020-00873-9,6,1.0281677781720953e-5
"M. Giovanna Merli, James Moody, Joshua Mendelsohn, Robin Gauthier; Sexual Mixing in Shanghai: Are Heterosexual Contact Patterns Compatible With an HIV/AIDS Epidemic?. Demography 1 June 2015; 52 (3): 919–942. doi: https://doi.org/10.1007/s13524-015-0383-4",6,0.09805499687133029
"Maarten J. Bijlsma, Rhian M. Daniel, Fanny Janssen, Bianca L. De Stavola; An Assessment and Extension of the Mechanism-Based Approach to the Identification of Age-Period-Cohort Models. Demography 1 April 2017; 54 (2): 721–743. doi: https://doi.org/10.1007/s13524-017-0562-6",6,1.456168281567349e-5
"Maarten van Ham, Sanne Boschman, Matt Vogel; Incorporating Neighborhood Choice in a Model of Neighborhood Effects on Income. Demography 1 June 2018; 55 (3): 1069–1090. doi: https://doi.org/10.1007/s13524-018-0672-9",6,1.4462856098794326e-5
"Magnus Strömgren, Tiit Tammaru, Alexander M. Danzer, Maarten van Ham, Szymon Marcińczak, Olof Stjernström, Urban Lindgren; Factors Shaping Workplace Segregation Between Natives and Immigrants. Demography 1 April 2014; 51 (2): 645–671. doi: https://doi.org/10.1007/s13524-013-0271-8",6,1.4039791766828132e-5
Máire Ní Bhrolcháin; Tempo and the TFR. Demography 1 August 2011; 48 (3): 841–861. doi: https://doi.org/10.1007/s13524-011-0033-4,6,0.9963701676811278
"Malia Jones, Anne R. Pebley; Redefining Neighborhoods Using Common Destinations: Social Characteristics of Activity Spaces and Home Census Tracts Compared. Demography 1 June 2014; 51 (3): 727–752. doi: https://doi.org/10.1007/s13524-014-0283-z",6,1.250714927156912e-5
